link,name,price,avg_rating,number_ratings,description
https://www.airbnb.com/experiences/2257518?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=5591d7ff-0e73-4ddf-90f3-6d8985771231&searchId=42ce9647-9b1b-47fb-9da8-5e1c24efb645&sectionId=c177fc47-35e6-43a0-8ee9-e7131eae0a49,The Tiny Cupboard's Stand Up Comedy Show,10 ,4.87,438,"We will go to an abandoned former church in Brooklyn. The show starts and we'll see 5-7 up and coming comics (some great from Netflix, Comedy Central, SNL, and some perhaps still working on improving things) performing 5-10 minute sets. Please don't write a bad review because you didn't like one of the comedians! We book hundreds of comedians for different people and everyone has a different sense of humor.  Also, some comics may have material that's adult-oriented, so keep that in mind if you want to bring teens. \u003cbr />\u003cbr />Follow the meeting location instructions to find it."
https://www.airbnb.com/experiences/503918?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=14360057-058b-4163-ab0a-f726bcc5d8f0&searchId=0da25746-4218-45de-b7ec-5e9d16ffe4f8&sectionId=a327a493-fdbb-4aae-8e58-8415d75a137b,Hamilton's Haunts and Hangouts,37 ,4.87,62,"Stroll the streets of New York’s oldest neighborhoods, as you retrace the steps of Mr Alexander Hamilton.\u003cbr />\u003cbr />*HIGHLIGHTS*\u003cbr />- Learn about the fascinating life Alexander Hamilton\u003cbr />- Visit significant locations related to Hamilton, from his watering hole to his tomb\u003cbr />- Admire the New York Stock Exchange, one of Hamilton’s greatest achievements \u003cbr />\u003cbr />*INCLUSIONS*\u003cbr />- Trinity Church visit\u003cbr />\u003cbr />Starting at his final resting place at Trinity Church, learn how Hamilton arrived in America just before the Revolution, then quickly gained influence in the young country, and visit Zuccotti Park, the onetime site of Occupy Wall Street. \u003cbr />\u003cbr />We will help you trace his career through his role as the first Secretary of the United States’ treasury and find out how it gave birth to the New York Stock Exchange. \u003cbr />\u003cbr />You'll shall pass by Federal Hall, where Hamilton saw George Washington sworn in as the nation’s first president, as well as discovering the Wall Street skyscrapers that recall the deadly rivalry between Hamilton and Aaron Burr. The tour concludes at one of the oldest bars in New York City, where Alexander Hamilton used to drink with George Washington, and where you can raise a glass to the Founding Fathers."
https://www.airbnb.com/experiences/757903?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=14360057-058b-4163-ab0a-f726bcc5d8f0&searchId=0da25746-4218-45de-b7ec-5e9d16ffe4f8&sectionId=a327a493-fdbb-4aae-8e58-8415d75a137b,30+ NYC Sights In One Day! Kids Free!,,4.87,115,"30+ New York Sights in one tour! Fun local guide \u003cbr />\u003cbr />I will guide you on an exploration of New York’s major landmarks. This will give you a good idea of the history, culture & legends of one of the world best-loved cities\u003cbr />\u003cbr />We start on Wall St, the oldest part of Manhattan. Where we will see iconic buildings, , Ground Zero & The NY stock exchange (Bull statue) \u003cbr />\u003cbr />We then head to Greenwich Village, going through the 5 Points, China Town & Little Italy districts. Lots of history in these areas. Gangsters, amazing food & iconic buildings (City Hall / The Woolworth Building)\u003cbr />\u003cbr />Walking to the Rockefeller centre, we go past The Flatiron building, Madison Square Garden, the Empire State Building, the famous 5th Avenue, Times square, NY Public Library & the Chrysler Building\u003cbr />\u003cbr />Central park is our next destination, sights we see along the way include : NBC Studios, Radio City Music Hall, Museum of Modern Art, St Patricks Cathedral, Grand central Station, Carnegie Hall, The Plaza Hotel. So much to see!\u003cbr />\u003cbr />Our last stop is central park. We will stroll through the park passing the Zoo, Gapstow Bridge, ponds, lakes, the Met Museum of Art & finish at the Guggenheim Museum of Art\u003cbr />Other things to note\u003cbr />Please only book adult places : kids under 12 are free. Let me know how may kids you are bringing\u003cbr />This is a walking tour \u003cbr />You can buy food & drinks along the way\u003cbr />Gratuities not include"
https://www.airbnb.com/experiences/731215?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=120934c4-ce90-4538-ac15-dae02b27d77d&searchId=920d765a-dc55-45d4-9f17-00fb8b35e2f7&sectionId=aff7c83c-c7d9-4df6-9e51-95675616988d,Brooklyn Bridge & Dumbo Food Tour,82 ,4.87,104,"30% DISCOUNT WHEN 2 OR MORE PASSENGERS BOOK THIS TOUR\u003cbr />\u003cbr />Immerse yourself in the culinary culture of Broolyn and experience the mix of flavors it has to offer on this fantastic food tour. \u003cbr />\u003cbr />*HIGHLIGHTS*\u003cbr />- Explore the colorful DUMBO and Brooklyn Heights neighborhoods in Brooklyn \u003cbr />- Marvel the iconic architecture of the Brooklyn Bridge \u003cbr />- Enjoy a variety of food samples along the way, from a sweet pastry to ethnic imports \u003cbr />\u003cbr />*INCLUSIONS* \u003cbr />- A variety of food samples \u003cbr />\u003cbr />Escape crowded Manhattan for the coolest borough in the city – Brooklyn! Eat like a local as you explore the delicious eateries sprinkled around Brooklyn’s DUMBO and Brooklyn Heights neighborhoods. We will give you a chance to taste the world-famous New York slice of pizza, freshly-made sweet treats, and other local favorites! We’ll go off the beaten path to see how Brooklyn’s diverse residents get their food fixes in the shadow of the iconic Brooklyn Bridge. Make sure to come hungry!"
https://www.airbnb.com/experiences/189912?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=0eaf44d1-67a1-4ffa-a17c-358a50807443&searchId=8e18fa11-fbce-42f3-bc6f-b64337a542cf&sectionId=932113b9-fd5f-453b-b031-3805bc80ca47,"Street / Art, Gowanus",,4.87,62,"Local artist Rich Garr leads this exploration through the Gowanus waterfront. He is a longtime area artist focusing on public art and community. This walking tour is a multi-sensory collage featuring art, and responding to the area's renowned history and current events.  \u003cbr />\u003cbr />Swoon, Mast, Guild, Wolf Tits and other funky street artists are typically featured. So are historical landmarks, architectural gems, hidden art spaces, and the work of anonymous \""green guerillas\"" and graffiti writers. While old pollution lingers, so do new issues surrounding gentrification and re-zoning. The area is changing rapidly, and this tour features real-time information and insight. This route changes by the month, but always passes quirky art and recreational spaces (climbing, shuffleboard, ax throwing, etc.). Local artists and businesses are always highlighted- classic pillars and young innovators alike.\u003cbr />\u003cbr />We walk after quick introductions at 11:30. The walk is between 1.5 - 2 hrs, & ends near the Gowanus Dredgers Boathouse. Check address location to find where the tour starts (route always changes!).\u003cbr />\u003cbr />Tickets often sell out, and cannot be purchased after 8am on the morning of the walk... so try early!"
https://www.airbnb.com/experiences/659908?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=44796828-c0df-4309-95ba-967f5eb6947d&searchId=e72b11ed-167b-47d4-b038-e7066f83feca&sectionId=e43ffeda-c498-4a35-80d5-36c5542f57f3,Three Locations New York Photo Shoot & Reels,,4.86,221,"Hi! (Welcomed To Send Date Request)  Join our experience to book a photo assistant for the day! Bring different outfits/accessories if would like. We’ll go to 3 photo locations & will have bathroom/food/drink stops along the way. Welcomed to bring a backpack/bag or even small suitcase of outfit ideas! You’ll receive 200+ photos! Or if prefer your phone/camera we can too. \u003cbr /> \u003cbr />Next day delivery*** \u003cbr />We’ll go to 3 locations & have 1hr sometimes 1.5 hours to not rush or if prefer shorter time feel free to inform! Change of clothes/backpack/snacks/water fine to bring too! \u003cbr />******************************************\u003cbr />Wether you want to be on a rooftop, streets of Soho, mist of Times Square or on the Brooklyn Bridge, we’re here to help! No matter the occasion, families, solo travelers, couples, bachelorettes, birthdays, family portraits or business travel - whatever the moment- We’re here to help! \u003cbr />\u003cbr />Here are some of the locations we may go to up to 6 -\u003cbr />Iconic rooftop \u003cbr />Grand central Station \u003cbr />New York Public Library \u003cbr />Manhattan street shots\u003cbr />5th Ave\u003cbr />Brooklyn bridge\u003cbr />Soho\u003cbr />Central Park\u003cbr />Wall St \u003cbr />Dumbo\u003cbr />Times Square \u003cbr />West Village\u003cbr />\u003cbr />Faster delivery time, Outstanding Wide Shots & Portrait & Videos in 4K too. Or we can use your phone or camera. If prefer my camera you’ll receive your own album link. Outfit changes are highly encouraged!"
https://www.airbnb.com/experiences/106510?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=5ede4bf8-0001-4f11-9d73-3cd9f37387d5&searchId=7f3a971f-a0a1-4920-912d-bf3bb2ba830e&sectionId=682e1afc-c097-460b-a047-d497557c9559,New York Mafia Experience- Detective Guided Insider’s Story,111 ,4.86,2030,"Guided by retired NYPD officers. Get the insider's perspective on the infamous Mafia crime families of New York City on this walking experience guided by active & retired NYPD Detectives and Police Officers. Come hungry as food provided equals a full dinner! \u003cbr />\u003cbr />The stories of the violent and elusive underworld of the Mafia have captivated each of us – with a whole genre of movies and novels dedicated to New York’s gangsters.  \u003cbr />\u003cbr />On this experience you immerse yourself in that world and become familiar with the characters, their history, the places, and the unbelievable real-life events thanks to the insider information. Guided by retired NYPD officers that grew up in the shadow of the Mafia. \u003cbr />\u003cbr />You’ll hear about all the drama of this most sinister yet riveting world of gangsters, while also indulging in delicious Italian food.\u003cbr />\u003cbr />If you’re into criminal history, the Mafia, or gangsters, then this larger-than-life tour will more than deliver!\u003cbr />\u003cbr />Please note:\u003cbr />* Vegetarian options are available, upon request.\u003cbr />* Please arrive at least 13 minutes before the start time. \u003cbr />* Make sure to dress appropriately (due to different weather conditions), and wear comfortable shoes to be able to walk 1.5 miles at a brisk pace. \u003cbr />Food: Spaghetti  & meatball, homemade mozzarella,  Sicilian cannoli. drinks are not included but can be purchased on the day"
https://www.airbnb.com/experiences/240574?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=763e5883-cd15-41cc-90c2-9273bfebac1d&searchId=600e29fb-d46b-466a-9313-53109c05a7c8&sectionId=480e00d6-4226-4874-884d-245433a01fc5,An African Dance & Cultural Experience,17 ,4.86,83,"You'll check in with our friendly Cumbe staff members. Be sure to bring your mask!  Our staff will ask you to sign in.\u003cbr />\u003cbr />Our indoor class begins with meet and greet, then flows into a stretch session with music. After warm up, the instructor will begin the class with foundation movements and share the history or story behind the dance. As the class progresses, students will learn a series of movements and rhythms, stringing them together for a full dance. Class will include across the floor movement, music, sweat and love. Some classes include live drumming (LD).\u003cbr />\u003cbr />Please note all students are now welcome to join us in-person. We encourage everyone to wear a mask.\u003cbr />\u003cbr />Our Schedule:\u003cbr />Mondays\u003cbr />6:30pm - 8:00pm: Afro-Haitian\u003cbr />7:45pm - 9:15pm: Guinean - West African Dance\u003cbr /> \u003cbr />Tuesdays\u003cbr />6:30pm - 8:00pm: West African Dance - Ivory Coast\u003cbr />6:30pm - 8:00pm: Afro-Brazillian Drumming\u003cbr /> \u003cbr />Wednesdays\u003cbr />7:00pm - 8:30pm: Congolese Dance\u003cbr />7:30pm - 9:00pm: Afro-Brazilian Samba\u003cbr />\u003cbr />Thursdays\u003cbr />6:30pm - 8:00pm: West African Drumming \u003cbr />6:30pm- 8:00pm: Experimental Sabar\u003cbr />7:00pm - 8:30pm: Chicago Style Steppin\u003cbr />\u003cbr />Sundays\u003cbr />12:30  -  2:00: Beg. West African"
https://www.airbnb.com/experiences/2316091?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=763e5883-cd15-41cc-90c2-9273bfebac1d&searchId=600e29fb-d46b-466a-9313-53109c05a7c8&sectionId=480e00d6-4226-4874-884d-245433a01fc5,The Slavery & Underground Railroad Walking Tour,45 ,4.86,7,"Learn the contributions of enslaved people to NYC including the brave uprisings against oppression. Then discover the exciting history of the Underground Railroad, a network of clandestine routes and safe houses used by enslaved African Americans primarily to escape into free states and Canada.\u003cbr />Visit an archeological site and memorial dedicated to the memory of enslaved Africans in colonial America. Visit the site of a former station on the Underground Railroad. Learn about the revolts, kidnapping and dramatic escapes that occurred during the era of American slavery. Listen to tales of courage and triumph and discover the stories of real New Yorkers who risked their lives and properties to help people escape slavery on this historical New York City walking tour."
https://www.airbnb.com/experiences/351924?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=ed26f160-a298-463e-b608-807b39a52033&searchId=b63405ec-e1a0-46f7-9478-dffabebe5474&sectionId=cb45931f-8017-4453-a642-ac676124c2e8,Street Art Pilgrimage in Bushwick,,4.86,43,"Bushwick has long enjoyed a reputation as a prime destination for the world’s most illustrious street artists to leave their mark. Residential, commercial, and industrial buildings have all served as large-scale canvases for muralists to engage with the history, sites, and people of one of the most dynamic neighborhoods in Brooklyn. However, local residents and visitors don't always have easy access to basic information regarding any given work of art, such as artist biography, artistic motivation, or how the content and graffiti style relate to local architecture and the community's rich past. This carefully curated and independently researched walking tour is designed to provide greater context surrounding key works of contemporary art while introducing guests to local establishments. Whether you’re a native New Yorker looking to find out more about the public art you walk past every day or a tourist in town looking for a less conventional excursion, this 1.5-hour tour offers in-depth information presented in a fun, engaging way. Unlike other tours, we'll be focusing on a small number of murals, allowing us to dissect the symbolism and meaning as a group. Great for corporate teams and group outings. \u003cbr />\u003cbr />Other things to note\u003cbr />The tour partially takes place in an industrial neighborhood. As such, please be aware of your surroundings and mind passing cars and trucks."
https://www.airbnb.com/experiences/123876?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=14360057-058b-4163-ab0a-f726bcc5d8f0&searchId=0da25746-4218-45de-b7ec-5e9d16ffe4f8&sectionId=a327a493-fdbb-4aae-8e58-8415d75a137b,World Trade Center Tour,33 ,4.85,283,"The \""Dragon Fighters\"" is the nickname given to the NYC firehouse located in Chinatown. This tour details their heroism and the survivors of \""Stairwell B\"" during the attacks of the World Trade Center on September 11, 2001. \u003cbr />\u003cbr />Follow the path taken by these first responders and learn how they withstood the collapse of a 110-story tower, while still inside it. You'll be astonished by the bravery of New York City's firefighters, which includes the legendary \""Dragon Fighters of Ladder Six.\"" Discover how \""Angel of Stairwell B\"" helped save a team of firefighters and miracle of the \""911 surfer\"", who rode down with 88 stories of imploding debris.\u003cbr />\u003cbr />This tour concludes at the Memorial Plaza, where you'll learn how the new World Trade Center was designed and constructed along with the world's most expensive transit hub called \""the Oculus.\""\u003cbr />\u003cbr />Tours might be conducted by co-host. All hosts are fully vaccinated from COVID-19. Please arrive 15 minutes before the start of your tour to check in."
https://www.airbnb.com/experiences/598678?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=5ede4bf8-0001-4f11-9d73-3cd9f37387d5&searchId=7f3a971f-a0a1-4920-912d-bf3bb2ba830e&sectionId=682e1afc-c097-460b-a047-d497557c9559,See The Main Sights Manhattan Tour,,4.84,327,"20+ New York Sights in one tour! Fun local guide \u003cbr />\u003cbr />I will guide you on an exploration of New York’s major landmarks. This will give you a good idea of the history, culture & legends of one of the world best-loved cities\u003cbr />\u003cbr />We start on Wall St, the oldest part of Manhattan. Where we will see iconic buildings, , Ground Zero & The NY stock exchange (Bull statue) Take pictures with the Wall Street Bull and the Fearless Girl statues\u003cbr />\u003cbr />We then head through the 5 Points, China Town & Little Italy districts. Lots of history in these areas. Gangsters, amazing food & iconic buildings. Chinese, Irish, and Italians immigrants arrived here & created the best areas of New York!\u003cbr />\u003cbr />Our next stop is at the famous Flatiron building. Great photos of this iconic building in NYC and also great views of the Empire State Building\u003cbr />Other things to note\u003cbr />You may not get Geoff. We are a team of co hosts who show guests around NYC (we are all New Yorkers)"
https://www.airbnb.com/experiences/1006557?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=3e5c0aa3-088c-4916-9313-cf48aba06e7b&searchId=597d2331-e72c-461e-bb4a-e7e6be450f81&sectionId=f9856952-954e-479f-ac04-c59da751a55b,"Famous Photo, Boat & Food Tour to Brooklyn",,4.84,394,"You will see many of Manhattan & Brooklyn’s treasured gems while having the opportunity to have your photos taken. Delicious food & drink stops will be a blast to try. Along with a fast relaxing Ferry Boat ride with breathtaking views! You Don’t want to waste vacation time getting lost. You can easily get to destinations such as the Empire State, Central Park & Times Square. BUT there are many more beautiful landmarks that you need to find to check off your bucket list!\u003cbr />\u003cbr />TOUR A & B  Start\u003cbr />Our guide will start from the Hudson Yards, with The Vessel & The Shed, - 2 interactive art works. We’ll continue on an elevated narrow path of the High Line (once a rail line) guiding you through the West Side of Manhattan with beautiful elevated views of NYC. \u003cbr />\u003cbr />TOUR A\u003cbr />Fridays, Saturdays, Sundays we’ll see the iconic West Village & Washington Square Park used in many films/tv shows. SOHO & Seaport District. \u003cbr />\u003cbr />TOUR B\u003cbr />Monday - Thursday’s we’ll venture through the historic streets of China Town & Little Italy.\u003cbr />\u003cbr />TOUR A & B  End \u003cbr />Ending with Financial District, Wall Street, NY Stock Exchange, JP Morgan Building, The first Capitol, Trump Tower, and the Charging Bull, & a  quick boat ride to Brooklyn’s DUMBO & Brooklyn Bridge Park."
https://www.airbnb.com/experiences/888274?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=14360057-058b-4163-ab0a-f726bcc5d8f0&searchId=0da25746-4218-45de-b7ec-5e9d16ffe4f8&sectionId=a327a493-fdbb-4aae-8e58-8415d75a137b,Greenwich Village Donut Adventure by Underground Donut Tour,83 ,4.84,172,"On this tour, you'll join one of Underground Donut Tour Guides as we explore Union Square and Greenwich Village through the medium of donuts. You'll learn about the history of New York, each donut location, how they fit into the larger food scene, as well as try some amazing donuts.\u003cbr />\u003cbr />You'll taste donuts from a shop known for its out-of-this world variety of unique flavors and another one famous for its exquisite brioche donuts. You'll also sample the wares of an award-winning donut shop and a delightful little bakery we've recently discovered.\u003cbr />\u003cbr />Along the way, we'll talk about history, architecture, New York culture and have lots of fun. Hope you can join us.\u003cbr />\u003cbr />We cannot offer a completely gluten-free or vegan experience at the moment, but we will make accommodations whenever we can.\u003cbr />\u003cbr />Great for groups, bachelor/ette parties, family reunions and team building exercises."
https://www.airbnb.com/experiences/46202?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=dd0abbf1-ff83-4886-a0fa-2be24940a61b&searchId=21509724-2e38-475c-b3e0-a414744f17fc&sectionId=f3145ec7-f937-450c-8315-406c3ea192d2,Harlem history with a community leader,37 ,4.84,564,"Our experience bridges important time periods together. We begin at the Schomburg Center for Research in Black Culture, the premier center of its kind in the world. We'll explore how Africans, forced to leave their homeland, came to both the Caribbean and the Americas through slavery. You will understand how they impacted food, music, popular culture and dance with exhibits, film or sound.\u003cbr />\u003cbr />Their struggle made Harlem a center for social movements from the mid 1880s to the present.\u003cbr />\u003cbr />We touch on the Trans Atlantic Slave trade, its impact on human relations between American-born citizens and immigrants at that time. We'll delve into the New Negro Movement, which sparked the modern civil rights movement in this country and explore depression-era exhibitions such as the recently restored WPA murals in Harlem Hospital. Together, we’ll discover how we can learn how to heal from the past to move towards a better future.\u003cbr />\u003cbr />If you know that you will be in town for several days, book early so I can assist with an itinerary that can include a lindyhop or tap dance class and /or food tasting.\u003cbr />\u003cbr />Other things to note\u003cbr />Feel free to bring your own camera to take pictures and dress appropriately for the weather."
https://www.airbnb.com/experiences/232387?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=120934c4-ce90-4538-ac15-dae02b27d77d&searchId=920d765a-dc55-45d4-9f17-00fb8b35e2f7&sectionId=aff7c83c-c7d9-4df6-9e51-95675616988d,Downtown Manhattan Tour in French,64 ,4.84,63,"A la découverte des premiers émigrés de Manhattan à travers ​Greenwich Village, Soho, Little Italy et Chinatown : visite à pied et en français\u003cbr />\u003cbr /> Une impression de « déjà vu » vous attend à la traversée du quartier historique de Greenwich Village, qui a servi de décor à de nombreux films et séries TV. Il est l’un des quartiers résidentiels les plus prisés de Manhattan et regorge de magnifiques maisons individuelles ! \u003cbr />Soho, le quartier branché avec ses cast-iron qui abritent désormais des boutiques de luxe. \u003cbr />Puis direction Little Italy, dont le nom évoque à lui seul tous les italiens qui traversèrent l'Atlantique vers leur rêve américain ; et Chinatown, enfin, véritable ville dans la ville. \u003cbr />\u003cbr />Balade en toute simplicité pour vivre New York comme un new-yorkais. Incontournable !\u003cbr />Autres remarques\u003cbr />Prévoir de bonnes chaussures de marches et votre bonne humeur !"
https://www.airbnb.com/experiences/1413504?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=44796828-c0df-4309-95ba-967f5eb6947d&searchId=e72b11ed-167b-47d4-b038-e7066f83feca&sectionId=e43ffeda-c498-4a35-80d5-36c5542f57f3,Speakeasy and secret bar tour,,4.83,1271,"Established in 2014, me and my team have proudly been the first to operate Speakeasy experiences in NYC. We will take you to 3 completely concealed and hidden establishments. All 3 locations are completely hidden, no obvious bars in between. Some through vault doors with a required code and some that are down an alleys with multiple doors where you would need to know which door to open. Some even have all the drinks still in tea cups in case the police would raid them back in 1920's and was featured in the TV show Boardwalk Empire for its historical accurate decor and atmosphere. \u003cbr />We provide historical facts by history teachers with educational and tour guide licenses. Our facts are solely from cross referenced academic sources. We furthermore work in conjunction NYC City Hall and the NYC Hall of Records to ensure the authenticity of the historical claims by each establishment we visit. \u003cbr />—> DRINKS NOT INCLUDED \u003c—-\u003cbr />This experience is AVAILABLE IN FRENCH, ITALIAN, GERMAN, SPANISH and English. Please make sure to submit a request in a message if you want the experience in a different language. PLEASE do NOT book this is you are landing to the airport the same day after 11 am. \u003cbr />If the experience is fully booked, we also  offers the same experience and also offer the East Village Speakeasy experience on Airbnb as well."
https://www.airbnb.com/experiences/848299?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=3e5c0aa3-088c-4916-9313-cf48aba06e7b&searchId=597d2331-e72c-461e-bb4a-e7e6be450f81&sectionId=f9856952-954e-479f-ac04-c59da751a55b,Eat 4 New York Foods & See 30+ Sights!,,4.84,152,"We will explore 30+ of New York's Major Landmarks\u003cbr />AND\u003cbr />Eat 4 of The Best NYC Foods. \u003cbr />\u003cbr />This will give you a good idea of the history & tastes of North America's best-loved city\u003cbr />\u003cbr />During the walking tour, we will stop & taste the best of NYC foods\u003cbr />\u003cbr />Foods you will try include: New York Pizza Slices, A Hot Dog with all the trimmings, Italian Cannoli from an authentic restaurant in Little Italy & Dumplings from Chinatown\u003cbr />\u003cbr />We start on Wall St. Where we will see iconic buildings, Ground Zero & The NY stock exchange (Bull statue) \u003cbr />\u003cbr />We then go through the 5 Points, China Town & Little Italy districts. Lots of history & food in this area. Gangsters, amazing food & iconic buildings (The Woolworth Building)\u003cbr />\u003cbr />The Iconic Flatiron building is our next stop. Once we have taken photos of this iconic landmark we head across 23rd St to the High Line. We walk up to Hudson Bay Yard, view the Vessel and then take the subway to Times Square / Rockefeller Centre \u003cbr />\u003cbr />Top of 5th Avenue is our next destination. Sights include: NBC Studios, Radio City Music Hall, Museum of Modern Art, St Patricks Cathedral & many more!\u003cbr />\u003cbr />Other things to note\u003cbr />This is a walking tour: wear comfortable shoes\u003cbr />Slow-paced and good fun!\u003cbr />We do not go inside any of the main attractions\u003cbr />Gratuities not included"
https://www.airbnb.com/experiences/311122?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=763e5883-cd15-41cc-90c2-9273bfebac1d&searchId=600e29fb-d46b-466a-9313-53109c05a7c8&sectionId=480e00d6-4226-4874-884d-245433a01fc5,Secrets of New York Private Walking Tour,64 ,4.83,196,"Discover New York City’s hidden gems, unsolved mysteries, and unique places you won’t find on your own! \u003cbr />\u003cbr />-  Uncover the secrets of Grand Central Terminal, including hidden gems like a concealed tennis court and the world's largest Tiffany clock.\u003cbr />-  Discover one of the world's largest concentrations of gold, securely tucked away within one of the most fortified buildings on the planet.\u003cbr />-  Journey through the New York Library, home to iconic art, historic artifacts, and literary treasures, including the original Winnie the Pooh and the Declaration of Independence.\u003cbr />-  Stroll through hidden gardens, serene parks, and lesser-known corners to experience a different side of NYC.\u003cbr />-  Capture fantastic photo opportunities at intriguing sites.\u003cbr />-   There’s more, but it's a secret…"
https://www.airbnb.com/experiences/847787?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=763e5883-cd15-41cc-90c2-9273bfebac1d&searchId=600e29fb-d46b-466a-9313-53109c05a7c8&sectionId=480e00d6-4226-4874-884d-245433a01fc5,Coffee with a psychic,,4.83,82,"We will meet in a fabulous coffees shop in midtown Manhattan. After introductions, we will enjoy delicious coffee or tea (hot or cold) - Relax and I will answer your questions regarding your life/relationship/career and more.\u003cbr />\u003cbr />So gather you list of questions and we will have a relaxing informative times."
https://www.airbnb.com/experiences/1395028?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=57b2776c-f7c3-4f13-a41c-bd6e8454b812&searchId=41928aa4-bd1f-4137-ac56-f1fd52786c74&sectionId=6938cd5c-c7a2-44ec-9095-8d5a27177e04,Metropolitan Museum of Art Guided Tour,112 ,4.83,53,"Commanding crowds on the same level as the Louvre and British Museum, New York’s Metropolitan Museum of Art is one of the most important landmarks in the Big Apple. Instead of wandering aimlessly, join an enthusiastic, knowledgeable guide and up to 8 guests on this 2.5 hour semi-private guided museum tour that will open your eyes to the history and works of art housed within the museum’s walls. The best part is that you can skip any lines! Consider a Friday or Saturday evening tour for an even more private feel.\u003cbr />\u003cbr />With no less than 2 million works of art and artifacts on hand, the Met showcases objects from Ancient Greece and Egypt as well as modern art from Europe and beyond. During this tour, you’ll start at the sumptuous Great Hall before moving to the museum’s most important galleries. In the Medieval Europe Gallery you’ll learn about the Studiolo from the Ducal Palace as well as armory worn by Henry VIII. The American wing hosts the staircase from the Chicago Stock Exchange as well as the iconic portrait of Washington crossing the Delaware River. Learn about the turbulent and inspiring lives of several European painters including Vermeer, Seurat, and Van Gogh in the European wings.\u003cbr />Other things to note\u003cbr />Wheelchair tours under request only\u003cbr />Bring Valid Photo ID\u003cbr />Arrive 15min before starting time to go through the security line. Latecomers risk missing the tour\u003cbr />No temporary exhibition included\u003cbr />Don't bring large bags or suitcases\u003cbr />This is a tour of the permanent collection"
https://www.airbnb.com/experiences/92344?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=5ede4bf8-0001-4f11-9d73-3cd9f37387d5&searchId=7f3a971f-a0a1-4920-912d-bf3bb2ba830e&sectionId=682e1afc-c097-460b-a047-d497557c9559,,55 ,4.82,178,"30% DISCOUNT WHEN 2 OR MORE PASSENGERS BOOK THIS TOUR!\u003cbr />\u003cbr />Let’s get the show on the road! Come along with us as we take you on a journey through the history and highlights of the one-and-only Broadway! Let’s get this show on the road! \u003cbr />\u003cbr />*HIGHLIGHTS*\u003cbr />- Learn the history behind the homes of your favorite Broadway shows\u003cbr />- Hear first-hand the story behind how a show gets its start, to getting fame, notoriety and place under the Broadway lights\u003cbr />- Spend time discovering Hell’s Kitchen\u003cbr />\u003cbr />*INCLUSIONS*\u003cbr />- Entrance to private rehearsal studio \u003cbr />\u003cbr />Your tour starts at the heart of New York City and the theatre world – Times Square. From here, we will show off a variety of iconic theatres where your favorite shows have played over the years. You’ll hear about the history of Broadway and some of these incredible theatres as you stroll under the marquees and dazzling lights of the Great White Way. \u003cbr />\u003cbr />You’ll also head into Hell’s Kitchen to explore the off-Broadway theatres where world-famous shows make their debuts before they become beloved classics. Along the way, you’ll get the chance to go behind-the-scenes with a tour through an active rehearsal studio."
https://www.airbnb.com/experiences/842735?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=763e5883-cd15-41cc-90c2-9273bfebac1d&searchId=600e29fb-d46b-466a-9313-53109c05a7c8&sectionId=480e00d6-4226-4874-884d-245433a01fc5,Live at The Harlem Flophouse,23 ,4.82,33,"This intimate concert is presented by The Harlem Flophouse. All Experiences begin at 7pm: Saturdays for our lineup of Harlem Jazz artists and Tuesdays for the Harlem blues rock ensemble Strawberry Mouth. Prior to it's start you will have an opportunity to converse and interact with the musicians. The MUSIC STARTS PROMPTLY at the 7:30pm. There is a 15 minute break after 45 minutes. After that there is a second shorter set. The experience ends at the two hour mark. The Harlem Flophouse has garnered an international reputation for its unique style and beauty. It was listed by the French travel guide Routard as one of the 50 \""dream hotels\"" of the world, it was featured in The New York Times 36 hours in Harlem. It has been a photo shoot/interview location for artists such as Moby, Sharon Jones and Kamasi Washington as well as numerous fashion and film productions."
