link,name,price,avg_rating,number_of_ratings,description,keywords
https://www.airbnb.com/experiences/1215456?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=0eaf44d1-67a1-4ffa-a17c-358a50807443&searchId=8e18fa11-fbce-42f3-bc6f-b64337a542cf&sectionId=932113b9-fd5f-453b-b031-3805bc80ca47,Ethnic Eats in Elmhurst,78,5.0,2,"On this Ethnic Eats in Elmhurst adventure, weâll sample goodies from Hong Kong, Indonesia, Thailand, Japan, Bangladesh, Guangzhou, Taiwan, Malaysia, Nepal, the Philippines, and elsewhere in Southeast Asia. Weâll enjoy savory snacks that are practically addictive, unique Himalayan dumplings, exotic noodle dishes, sweet yogurt comfort food from South Asia, Taiwanese street food, and lots more! Itâs a veritable cornucopia of food so bring your appetite; you wonât leave hungry, and you will leave happy!    Please note:  I offer three other delicious food tours in NYC; theyâre currently listed on consecutive days in the calendar. Check out:    â¢ âThe Flavors of Little Levant and Little Yemen in Bay Ridgeâ at airbnb.com/experiences/1216588\u003cbr />â¢ âExploring Eastern European Food in Little Odessaâ at airbnb.com/experiences/380236\u003cbr />â¢ âSnacking in Flushing â From Anhui to Zhejiangâ at airbnb.com/experiences/700707\u003cbr />  If thereâs one that sounds especially delicious but isnât scheduled for a day that works for you, donât hesitate to reach out to me. Click the Contact Host button below â I can probably reschedule it for a day that does!","ethnic foods in london ; hongkong ; indonesia, thailand ; chinese street food ; sweet yogurt comfort food ;"
https://www.airbnb.com/experiences/1182860?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=fb9a8f77-70b8-494c-b4ea-1cdcf3384bed&searchId=953c8476-6ec9-40cd-a3a1-43f478d23017&sectionId=598cadf6-c503-4a2f-8aea-9047eeb226a8,Downtown Rooftop Bar & Lounge Tour,32,5.0,2,"Journey down the historic neighborhoods of the Lower East Side in Manhattan, including Chinatown and Little Italy. This now trendy section of the city is home to the most vibrant and diverse nightlife to be found anywhere in NYC. Our group will visit at least three high-end venues including bars, rooftops, speakeasies and lounges each with its own character and vibe. This is a social, fun and history-filled night out to great nightlife spots even most native New Yorkers are not aware of. This is a unique journey through Downtown NYC.","Manhattan, including chinatown and little italian ; high-end venues ; rooftops ; speakeasies ; social, fun and history-filled night out ; downtown"
https://www.airbnb.com/experiences/3762084?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=fb9a8f77-70b8-494c-b4ea-1cdcf3384bed&searchId=953c8476-6ec9-40cd-a3a1-43f478d23017&sectionId=598cadf6-c503-4a2f-8aea-9047eeb226a8,Sesion de fotos y paseo por el Central Park,64,5.0,1,"Nos encontraremos en el Central Park y tomare unas fotos Ãºnicas en esta hermosa Ã©poca del aÃ±o. Si es tu primera vez en New York y no hablas InglÃ©s  esta experiencia es ideal para ti vengas solo o en familia, ya que caminaremos por diferentes puntos del Central Park conociendo asÃ­  su historia y mejores lugares para capturar tu visita . Esta es una oportunidad para que realmente captures el momento con una profesional, ademas divertida fotÃ³grafa latina en New york.",encontrarmos en el central park y tomare unas fotos onicas en esta hermosa ao ;
https://www.airbnb.com/experiences/4134708?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=0eaf44d1-67a1-4ffa-a17c-358a50807443&searchId=8e18fa11-fbce-42f3-bc6f-b64337a542cf&sectionId=932113b9-fd5f-453b-b031-3805bc80ca47,"Brooklyn Heights, Brooklyn Bridge, and Dumbo Food Tour",72,3.0,1,"Embark on a cultural and culinary journey through Brooklynâs iconic neighborhoods, including DUMBO and Brooklyn Heights. This expert-guided tour celebrates the rich history, stunning views, and diverse foods of New York City's renowned borough.    Why Youâll Love This Tour:  - Cultural Insights: Explore the lively history and picturesque streets of Brooklyn Heights.    - Scenic Views: Marvel at the Statue of Liberty from the Brooklyn Promenade and walk the Brooklyn Bridge for breathtaking cityscapes.    - Diverse Culinary Stops: Savor flavors at Time Out Market, featuring French pastries, classic pizzas, and international dishes like Banh Mi.    Support Sustainability: By joining this tour, you support local businesses and sustainability efforts, positively impacting the community.    Special Offers:  - Featured Culinary Stops: Indulge in multicultural culinary delights.    - Reserve Your Spot: Book now for a memorable exploration of Brooklynâs history and culinary scene.",cultural insights ; vibrant history ; picturesque streets ; new york city ; culinary scene ; sustainability efforts ; time out market ; French pastries ; classic pizza
https://www.airbnb.com/experiences/1137127?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=fb9a8f77-70b8-494c-b4ea-1cdcf3384bed&searchId=953c8476-6ec9-40cd-a3a1-43f478d23017&sectionId=598cadf6-c503-4a2f-8aea-9047eeb226a8,Brooklyn Bridge & Central Park Photo Shoot,70,5.0,2,"Hi there! Excited to take your photos!   We get it. sometimes you just wish you had your own photographer - photo assistant/helper with you to travel and take your photos. Well.. your wish has been granted and Iâm here to make your pictures come to life!    Welcomed to bring a backpack/bag or even small suitcase of outfit ideas! Youâll receive 100+ photos! From IPhone Pro in 4K Cinema Feature) or if prefer your phone/camera we can use that too.      Weâll take photos in Central Park & On the Brooklyn Bridge!    Wether alone, with friends, or loved ones, the #1 thing everyone wants to get are their memorable photos and without the selfie stick ;). ALL the Photos above are my past shoots with Airbnb Guests. You could be next! :)",iphone pro ; 4k cinema Feature ; phone/camera ; central park ; Brooklyn bridge ; memorable photos ; selfie stick ; Airbnb Guests
https://www.airbnb.com/experiences/3898172?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=fb9a8f77-70b8-494c-b4ea-1cdcf3384bed&searchId=953c8476-6ec9-40cd-a3a1-43f478d23017&sectionId=598cadf6-c503-4a2f-8aea-9047eeb226a8,Beginner's Outdoor Yoga Trapeze,69,5.0,1,"Book a beginner's outdoor yoga session and experience the cradle of a yoga trapeze. It helps build balance and stability for your body and mind.  Improve your strength, flexibility, and stamina with this beginner's aerial practice. We will take it easy and keep close to the ground.  The yoga flow starts with slow warm-ups that lead to full-body strength movements and end with relaxing poses. My goal is to make you feel safe, secure, and confident. I also offer additional services such as: breathwork techniques, meditations, and we finish with a photo of you. Message me to schedule a time & place thatâs best for you.",outdoor yoga session ; yoga trapeze ; balance ; mind ; slow warm-ups ; full-body strength movements ; relaxing poses ; breathwork techniques ; meditations
https://www.airbnb.com/experiences/1512267?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=fb9a8f77-70b8-494c-b4ea-1cdcf3384bed&searchId=953c8476-6ec9-40cd-a3a1-43f478d23017&sectionId=598cadf6-c503-4a2f-8aea-9047eeb226a8,At Home Kimchi Making with Soju Cocktails,92,5.0,1,"A fan of Korean food? Then you'll want to make your own kimchi at home! Join us in demystifying the process. From buying the right ingredients to giving it time to ferment, we will guide you step-by-step through making Korea's most iconic food.    We begin our experience by observing the ingredients used to make baechu (cabbage) kimchi. Then, guests take part in preparing the ingredients before the real hands-on experience of mixing it all together. Finally, we jar the kimchi and observe how beautifully it has all come together.    The process takes a couple hours, so your payment includes two soju cocktails with the option of purchasing more.    Guests go home with their very own jar of homemade kimchi, directions for repeating the process independently, and warm memories of a shared experience with new friends.",kimchi ; baechu (cabbage) kimchi ; soju cocktails ; warm memories ; homemade kimchi jar ; kimchi flavoring
https://www.airbnb.com/experiences/1234128?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=fb9a8f77-70b8-494c-b4ea-1cdcf3384bed&searchId=953c8476-6ec9-40cd-a3a1-43f478d23017&sectionId=598cadf6-c503-4a2f-8aea-9047eeb226a8,Aprende Street Photography en New York,42,5.0,1,"La clase empezara en la plaza del 9/11 aprenderas a preparar una camara profesional para hacer fotos de manera adecuada en diferentes situaciones y lograr la foto ideal, ademas de lecciones  de composiciÃ³n y street photo luego de la clase pasaremos a la practica caminaremos por todos los alrededores buscando y haciendo fotografias street. buscaremos graffitis y escenarios ideales , posteriormente las veremos y evaluaremos  Otros aspectos destacables  solo tienes que traer ganas de aprender y animo para sacar grandes fotos",la clase empezara en la plaza del 9/11 aprenderas a preparar una camara profesional para hacer fotos de manera adecuada
https://www.airbnb.com/experiences/1364471?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=fb9a8f77-70b8-494c-b4ea-1cdcf3384bed&searchId=953c8476-6ec9-40cd-a3a1-43f478d23017&sectionId=598cadf6-c503-4a2f-8aea-9047eeb226a8,A Tour of Classic Italian dishes,124,5.0,1,"Our classes are 3 hours long and consist of 2 hours of personalized cooking instruction during which we will prepare and learn the basic concepts of different kinds of dough and their application. We'll prepare a 3 course meal focused on classic Italian staples.    The Italian job: take a road trip up and down the boot with this tasting menu: learn the classic ragu' all bolognese, master delicious chicken saltimbocca together with scrumptious stewed eggplant caponata and truffled cauliflowers pure' only to end up triumphantly with a duo of semifreddo as dessert.    You will learn how to prepare:     Rigatoni With Ragu' all Bolognese    Saltimbocca di Pollo  Chicken scaloppini with prosciutto di parma and sage in a white wine sauce    Eggplant Caponata with tomato, raisins, pine nuts and truffled cauliflower pureÃ©    Strawberry Nutella Semifreddo      Finally for the last hour, our guests will sit down in our cozy dining room and  they will be served everything we've prepared together.    Wine is on the house!!    Other things to note  We suggest to dress comfortably and arrive at least 10 minutes before the start of the class to have time to prepare and mingle with your fellow students a little.",3 hours long and consist of personalized cooking instruction ; 3 course meal ; classic italy staples ; road trip up and down the boot ; tasting menu
https://www.airbnb.com/experiences/281220?location=New%20York%2C%20United%20States&currentTab=experience_tab&federatedSearchId=44796828-c0df-4309-95ba-967f5eb6947d&searchId=e72b11ed-167b-47d4-b038-e7066f83feca&sectionId=e43ffeda-c498-4a35-80d5-36c5542f57f3,Pro photo/video shoot by NYC male model,137,5.0,392,"We will message and agree on some local cool NYC spots depending on what look your going for! from there we will chat a sec take a few test shots to get you warmed up Donât worry if you donât know poses Or very shy in front of the camera fortunately Iâve  been modeling professionally here in nyc 12 years since I was a 16 years old where I got scouted and flown to nyc for modeling so I know what itâs like to be on the other side of the camera too!   we will start shooting  the location me and you pick moving from place to place while experiencing cool Awesome nyc spots capturing  the coolest and most high quality pictures that you will have for a lifetime! you will receive Photos very quickly! shooting with very expensive gear all canon products!  and will make the experience a fun and enjoyable one! from amazing shoots in centralpark ,soho,higline,Hudson yards,Brooklyn bridge ,timesquare, dumbo etc spots in local places and let the art of being spontaneous take over to produce some amazing shots I will send all 300 plus pics so you can insure you will have some awesome shots! Also GROUPS 3 -10 Contact for discount price . if you would like your favorite ones edited send your favorite few  ones back to me and I will edit them for free! Sky is the limit ( IF ANYONE WANTS PROFESSIONAL  VIDEO SHOOT MESSAGE ME ABOUT THAT for prices also !! Hope to see you all soon !! - Austin howd",nyc spots ; amazing shots ; centralpark ; higline ; hutson yards ; brooklyn bridge ;timesquare ; dumbo
